Apelido,AtletaID,Rodada,Posicao,Status,Pontos,Preco,PrecoVariacao,PontosMedia,ClubeID,FC,FD,FF,FS,G,I,RB,CA,PE,A,SG,DD,FT,GS,CV,GC,PP,DP,Participou,ano,avg.A,avg.A.l05,avg.CA,avg.CV.l05,avg.DD,avg.DD.l05,avg.DP,avg.DP.l05,avg.FC,avg.FC.l05,avg.FD,avg.FD.l05,avg.FF,avg.FF.l05,avg.FS,avg.FS.l05,avg.FT,avg.FT.l05,avg.G,avg.G.l05,avg.GC,avg.GC.l05,avg.GS,avg.GS.l05,avg.I,avg.I.l05,avg.PE,avg.PE.l05,avg.PP,avg.PP.l05,avg.Points,avg.RB,avg.RB.l05,avg.SG,avg.SG.l05,avg.last05,away.score.x,dia,home.attack,home.defend,home.score.x,mes,pred.away.score,pred.home.score,risk_points,Jogos,variable
René,73978,28,zag,Provável,3.2,4.74,0.62,2.23,Paraná,10.0,1.0,3.0,11.0,0.0,1.0,26.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Leandro Vilela,88687,28,mei,Dúvida,1.0,4.37,0.01,2.0,Paraná,46.0,2.0,11.0,26.0,0.0,0.0,46.0,6.0,54.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Barreto,89224,28,mei,Provável,5.9,1.52,0.74,-0.74,Chapecoense,4.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Luiz Fernando ,90715,28,mei,Provável,11.8,6.07,1.81,2.4,Botafogo,23.0,9.0,17.0,33.0,2.0,9.0,17.0,5.0,33.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Ramon,88087,28,zag,Provável,-2.5,3.67,-0.97,2.58,Vitória,33.0,3.0,4.0,20.0,1.0,0.0,22.0,5.0,32.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Ángel Romero,88323,28,ata,Suspenso,-2.7,9.83,-1.22,5.12,Corinthians,24.0,6.0,12.0,64.0,6.0,2.0,24.0,6.0,61.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Matheus Peixoto,87098,28,ata,Nulo,-3.0,1.99,-1.05,-0.9,Sport,4.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Paulo Ricardo,88224,28,zag,Nulo,7.7,4.64,0.64,7.7,Fluminense,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Torito González,73703,28,mei,Nulo,2.0,5.09,-0.86,2.98,Paraná,25.0,2.0,9.0,33.0,0.0,0.0,29.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Saulo,89492,28,gol,Provável,4.2,2.56,-0.59,2.43,Botafogo,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,18.0,0.0,21.0,0.0,0.0,0.0,1.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Igor Rabello,89493,28,zag,Provável,6.1,11.12,0.34,3.34,Botafogo,20.0,3.0,11.0,24.0,2.0,5.0,39.0,4.0,54.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Adryelson,91664,28,zag,Provável,8.0,3.7,0.7,8.0,Sport,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Klaus,90846,28,zag,Nulo,-0.3,2.11,-0.36,0.78,Internacional,2.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Rodrigo Andrade,89646,28,mei,Provável,0.9,0.92,0.05,0.27,Vitória,24.0,4.0,5.0,11.0,0.0,0.0,18.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Marcinho,93797,28,lat,Suspenso,-1.9,6.7,-0.51,3.27,Botafogo,24.0,8.0,11.0,10.0,1.0,2.0,32.0,6.0,70.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Matheus Fernandes,94067,28,mei,Provável,10.7,14.97,0.46,4.85,Botafogo,30.0,6.0,14.0,28.0,0.0,1.0,84.0,5.0,49.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Daniel,93791,28,mei,Nulo,6.5,3.33,0.97,3.35,Fluminense,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Diego Pituca,94156,28,mei,Provável,1.5,3.95,-0.01,2.87,Santos,30.0,0.0,14.0,35.0,0.0,0.0,40.0,4.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Léo Duarte,94214,28,zag,Provável,10.0,10.06,0.99,4.31,Flamengo,19.0,3.0,5.0,12.0,0.0,0.0,31.0,3.0,21.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Marcinho,95332,28,ata,Dúvida,1.5,4.47,-0.04,3.19,Atlético-PR,13.0,13.0,6.0,29.0,1.0,3.0,13.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Raphael Veiga,94509,28,mei,Provável,9.4,7.78,1.69,3.29,Atlético-PR,25.0,12.0,11.0,21.0,5.0,2.0,10.0,7.0,40.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Bruno Pacheco,90061,28,lat,Suspenso,4.4,6.79,0.71,3.0,Chapecoense,33.0,0.0,4.0,40.0,0.0,0.0,38.0,6.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
João Pedro,91687,28,mei,Nulo,-0.5,1.38,-0.18,-0.03,Botafogo,5.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Bruno Henrique,90285,28,ata,Provável,-0.5,8.42,-0.29,1.35,Santos,36.0,4.0,16.0,31.0,1.0,4.0,12.0,4.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Moisés,90444,28,lat,Provável,4.0,7.85,0.46,3.56,Botafogo,41.0,6.0,4.0,26.0,0.0,0.0,47.0,2.0,44.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Moisés,63158,28,mei,Provável,3.5,6.18,0.77,2.77,Palmeiras,24.0,4.0,7.0,22.0,2.0,0.0,35.0,5.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Emerson,96870,28,lat,Nulo,5.7,6.17,-0.84,4.42,Atlético-MG,31.0,2.0,4.0,34.0,1.0,0.0,29.0,4.0,31.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Felipe Melo,38545,28,mei,Suspenso,0.4,3.17,-0.1,1.65,Palmeiras,33.0,1.0,9.0,14.0,1.0,1.0,36.0,11.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Nilton,38573,28,mei,Provável,5.9,6.0,0.24,3.37,Bahia,5.0,1.0,2.0,3.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Matheus Ferraz,38632,28,zag,Provável,3.6,6.4,-0.82,2.86,América-MG,22.0,2.0,2.0,10.0,0.0,2.0,32.0,3.0,27.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Douglas,92497,28,mei,Provável,9.9,5.37,-0.16,3.08,Corinthians,26.0,4.0,7.0,16.0,1.0,0.0,31.0,4.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
David,38695,28,mei,Provável,1.2,2.44,0.27,0.83,América-MG,5.0,0.0,2.0,1.0,0.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Deivid,97155,28,ata,Dúvida,0.2,1.82,0.16,0.04,Paraná,6.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Zé Ricardo,97317,28,mei,Dúvida,-2.0,0.93,-0.79,1.11,América-MG,7.0,0.0,4.0,3.0,0.0,0.0,9.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Deyverson,92708,28,ata,Provável,8.3,4.93,1.37,3.56,Palmeiras,17.0,10.0,6.0,29.0,5.0,6.0,6.0,4.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Rafael Marques,38957,28,ata,Nulo,-0.3,3.42,-0.09,1.79,Sport,13.0,9.0,8.0,15.0,1.0,6.0,11.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Nenê,38913,28,mei,Provável,-0.4,10.03,-0.36,4.62,São Paulo,23.0,10.0,15.0,53.0,8.0,4.0,21.0,6.0,88.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Mateus Vital,93108,28,mei,Nulo,2.4,5.33,-0.57,1.87,Corinthians,9.0,7.0,9.0,27.0,1.0,3.0,11.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Joel Carli,93414,28,zag,Provável,-2.8,3.51,-0.62,1.37,Botafogo,37.0,1.0,7.0,12.0,1.0,2.0,23.0,8.0,44.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Magrão,41218,28,gol,Provável,1.0,7.06,0.61,1.95,Sport,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,12.0,0.0,4.0,34.0,0.0,40.0,0.0,0.0,0.0,2.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Marcos Calazans,97452,28,ata,Nulo,2.7,2.77,-0.23,2.7,Fluminense,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Willian,42116,28,ata,Provável,0.4,11.25,-0.79,5.38,Palmeiras,39.0,12.0,12.0,28.0,9.0,6.0,21.0,2.0,16.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Diego Ferreira,91783,28,lat,Dúvida,13.3,4.79,2.34,6.8,Atlético-PR,6.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Lucas Fernandes,90899,28,ata,Provável,9.9,7.13,1.9,3.17,Vitória,14.0,6.0,8.0,50.0,2.0,0.0,16.0,2.0,34.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Amaral,42232,28,mei,Provável,4.5,4.48,0.79,1.73,Chapecoense,25.0,3.0,2.0,5.0,0.0,1.0,25.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Leandrinho,91702,28,ata,Dúvida,1.6,2.57,-0.05,1.55,Atlético-MG,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Andrey,93787,28,mei,Provável,2.3,8.11,-0.15,6.89,Vasco,26.0,7.0,21.0,21.0,3.0,0.0,44.0,2.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Tomás Andrade,97619,28,mei,Dúvida,1.5,5.79,-0.16,4.02,Atlético-MG,7.0,6.0,3.0,5.0,3.0,0.0,20.0,1.0,31.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Cássio,42234,28,gol,Nulo,-0.3,9.56,-1.06,3.58,Corinthians,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,10.0,0.0,7.0,23.0,0.0,16.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Ibañez,97803,28,zag,Provável,6.1,5.93,-0.01,3.21,Fluminense,3.0,2.0,3.0,9.0,0.0,0.0,16.0,2.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Ronaldo,91101,28,gol,Provável,-2.0,4.23,0.58,4.29,Vitória,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,6.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Jesiel,91156,28,zag,Provável,-0.3,2.88,-0.41,1.41,Paraná,11.0,1.0,2.0,4.0,0.0,0.0,13.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Márcio Azevedo,42491,28,lat,Nulo,4.7,5.0,1.07,1.1,Atlético-PR,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Erick,97810,28,ata,Provável,4.4,6.29,-0.03,3.9,Vitória,9.0,7.0,7.0,22.0,2.0,2.0,13.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Iago,97868,28,lat,Provável,0.6,10.86,-1.03,4.66,Internacional,32.0,3.0,6.0,10.0,0.0,2.0,54.0,6.0,63.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Michel Bastos,37607,28,mei,Provável,8.0,5.65,-0.14,2.87,Sport,13.0,3.0,11.0,11.0,3.0,1.0,5.0,1.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Charles,96342,28,mei,Nulo,1.2,4.05,-0.95,1.2,Internacional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Júlio César,49673,28,gol,Provável,5.0,6.12,1.05,3.14,Fluminense,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,16.0,0.0,9.0,37.0,0.0,32.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Gregore,95464,28,mei,Provável,0.9,7.21,-0.17,2.89,Bahia,89.0,6.0,8.0,17.0,0.0,0.0,73.0,7.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Fabrício,49674,28,lat,Provável,1.1,3.17,-0.27,0.7,Vasco,4.0,3.0,2.0,6.0,0.0,1.0,5.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,away.team
Everaldo ,91151,28,ata,Provável,12.7,6.78,1.68,4.73,Fluminense,9.0,2.0,6.0,20.0,1.0,1.0,19.0,0.0,35.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
Cícero,37688,28,mei,Provável,4.4,5.83,0.32,2.46,Grêmio,24.0,11.0,10.0,20.0,1.0,1.0,18.0,4.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TRUE,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,home.team
